Area Code,Area,Months,Element,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
12,Bahamas,February,Temperature change,°C,-1.055,1.213,1.673,1.508,2.688,0.413,0.407,2.033,3.033,3.143
12,Bahamas,March,Temperature change,°C,-2.066,0.234,0.974,-1.527,0.807,1.79,1.491,0.139,-0.672,0.886
12,Bahamas,April,Temperature change,°C,-0.344,1.8,-0.307,0.958,0.76,2.166,0.817,0.993,1.278,1.55
12,Bahamas,May,Temperature change,°C,1.078,0.817,0.232,-0.184,0.593,0.601,0.792,1.13,0.474,1.353
12,Bahamas,June,Temperature change,°C,1.948,0.659,0.424,0.586,0.164,0.648,1.169,1.536,0.923,1.587
12,Bahamas,July,Temperature change,°C,0.819,1.025,0.046,-0.351,0.902,1.272,1.392,1.349,0.855,0.821
12,Bahamas,August,Temperature change,°C,0.903,0.706,0.396,0.075,0.672,0.754,0.905,1.251,0.818,0.927
12,Bahamas,September,Temperature change,°C,0.734,0.671,0.154,0.417,0.212,1.066,0.937,1.312,0.82,0.884
12,Bahamas,October,Temperature change,°C,1.087,0.247,0.376,1.103,0.296,0.996,0.687,0.89,1.497,1.986
12,Bahamas,November,Temperature change,°C,-0.122,1.109,-1.131,1.443,0.13,2.195,0.063,1.247,1.671,1.095
12,Bahamas,December,Temperature change,°C,-3.402,1.092,0.892,2.358,-0.201,3.458,2.864,0.858,1.651,2.007
12,Bahamas,Dec–Jan–Feb,Temperature change,°C,-0.003,-0.854,1.137,1.511,1.99,0.582,1.44,2.046,1.516,2.039
12,Bahamas,Mar–Apr–May,Temperature change,°C,-0.444,0.95,0.3,-0.251,0.72,1.519,1.033,0.754,0.36,1.263
12,Bahamas,Jun–Jul–Aug,Temperature change,°C,1.223,0.797,0.289,0.103,0.579,0.891,1.155,1.379,0.865,1.112
12,Bahamas,Sep–Oct–Nov,Temperature change,°C,0.566,0.676,-0.2,0.988,0.213,1.419,0.562,1.15,1.329,1.322
12,Bahamas,Meteorological year,Temperature change,°C,0.336,0.392,0.382,0.588,0.875,1.103,1.048,1.332,1.017,1.434
13,Bahrain,January,Temperature change,°C,2.121,1.149,0.61,2.374,0.499,1.861,1.234,1.574,1.347,3.319
13,Bahrain,February,Temperature change,°C,3.043,1.014,0.167,2.063,1.408,2.648,1.44,-1.226,2.652,1.318
13,Bahrain,March,Temperature change,°C,2.997,0.778,-0.396,1.805,2.549,1.614,2.138,0.944,4.197,-0.145
13,Bahrain,April,Temperature change,°C,2.304,1.683,1.485,2.212,2.936,1.788,1.476,3.213,2.27,1.003
13,Bahrain,May,Temperature change,°C,1.981,3.102,3.889,1.264,3.13,3.4,2.837,3.833,1.854,2.482
13,Bahrain,June,Temperature change,°C,2.566,2.792,2.773,1.687,2.085,2.289,2.187,2.418,3.476,3.722
13,Bahrain,July,Temperature change,°C,2.541,1.887,2.538,1.655,2.375,2.767,2.564,3.278,2.74,2.056
13,Bahrain,August,Temperature change,°C,1.856,1.806,2.137,0.853,2.083,2.905,2.722,2.875,2.156,2.238
13,Bahrain,September,Temperature change,°C,2.401,1.661,1.336,1.572,2.025,2.994,1.98,2.677,2.938,2.727
13,Bahrain,October,Temperature change,°C,2.196,0.867,2.331,-0.137,2.57,3.685,0.795,2.711,2.239,3.98
13,Bahrain,November,Temperature change,°C,0.852,-1.155,1.186,0.735,0.592,1.638,0.797,1.989,1.598,1.356
13,Bahrain,December,Temperature change,°C,1.326,-1.706,1.768,0.426,1.705,0.472,1.964,0.836,2.793,2.377
13,Bahrain,Dec–Jan–Feb,Temperature change,°C,2.192,1.163,-0.31,2.068,0.778,2.071,1.049,0.771,1.612,2.477
13,Bahrain,Mar–Apr–May,Temperature change,°C,2.427,1.854,1.659,1.76,2.872,2.267,2.15,2.663,2.774,1.113
13,Bahrain,Jun–Jul–Aug,Temperature change,°C,2.321,2.162,2.483,1.398,2.181,2.654,2.491,2.857,2.791,2.672
13,Bahrain,Sep–Oct–Nov,Temperature change,°C,1.816,0.458,1.618,0.723,1.729,2.772,1.191,2.459,2.258,2.688
13,Bahrain,Meteorological year,Temperature change,°C,2.189,1.409,1.363,1.487,1.89,2.441,1.72,2.188,2.359,2.238
16,Bangladesh,January,Temperature change,°C,-0.58,-0.772,-0.795,-1.743,0.206,1.462,0.392,1.376,-0.415,1.019
16,Bangladesh,February,Temperature change,°C,0.836,0.563,-0.052,0.475,-0.119,1.088,2.727,1.877,1.827,1.264
16,Bangladesh,March,Temperature change,°C,2.119,0.357,0.911,0.659,0.158,0.608,1.981,-0.318,1.659,0.427
16,Bangladesh,April,Temperature change,°C,1.474,-0.229,-0.476,0.187,1.412,-0.925,1.837,-0.009,-0.054,0.422
16,Bangladesh,May,Temperature change,°C,0.531,-0.071,0.942,-0.278,1.337,0.803,0.448,1.34,-0.294,1.47
16,Bangladesh,June,Temperature change,°C,0.779,0.353,1.022,1.566,0.821,0.902,1.586,1.404,1.337,1.999
16,Bangladesh,July,Temperature change,°C,1.313,0.689,0.503,1.332,1.082,0.82,0.902,0.982,1.452,1.536
16,Bangladesh,August,Temperature change,°C,1.219,0.029,0.7,0.622,0.495,0.962,1.553,1.398,1.657,1.922
16,Bangladesh,September,Temperature change,°C,0.735,0.228,0.374,1.102,0.393,1.187,1.26,1.389,1.577,0.939
16,Bangladesh,October,Temperature change,°C,1.202,1.041,0.472,0.496,0.374,0.994,1.746,1.209,0.246,0.974
16,Bangladesh,November,Temperature change,°C,1.715,0.49,0.064,0.577,1.003,1.368,1.255,1.577,0.858,1.909
16,Bangladesh,December,Temperature change,°C,0.241,0.417,-0.49,0.612,0.429,1.032,2.305,2.063,0.644,0.421
16,Bangladesh,Dec–Jan–Feb,Temperature change,°C,0.076,0.011,-0.143,-0.586,0.233,0.993,1.384,1.853,1.158,0.976
16,Bangladesh,Mar–Apr–May,Temperature change,°C,1.375,0.019,0.459,0.189,0.969,0.162,1.422,0.338,0.437,0.773
16,Bangladesh,Jun–Jul–Aug,Temperature change,°C,1.104,0.357,0.742,1.173,0.799,0.895,1.347,1.261,1.482,1.819
16,Bangladesh,Sep–Oct–Nov,Temperature change,°C,1.217,0.586,0.303,0.725,0.59,1.183,1.42,1.392,0.894,1.274
16,Bangladesh,Meteorological year,Temperature change,°C,0.943,0.243,0.34,0.375,0.648,0.808,1.393,1.211,0.993,1.211
14,Barbados,January,Temperature change,°C,1.418,1.364,0.838,0.87,0.675,1.279,0.684,1.138,0.793,1.197
14,Barbados,February,Temperature change,°C,1.404,0.743,0.576,1.003,0.608,1.212,2.517,1.121,0.025,1.38
14,Barbados,March,Temperature change,°C,2.064,0.279,0.618,1.159,0.463,0.368,1.022,1.027,1.381,0.986
14,Barbados,April,Temperature change,°C,1.83,0.296,0.436,0.762,0.667,0.871,1.526,1.63,0.785,0.839
14,Barbados,May,Temperature change,°C,1.336,0.664,0.162,0.5,0.705,0.809,1.264,1.418,0.773,1.077
14,Barbados,June,Temperature change,°C,1.211,1.227,0.562,0.949,0.803,1.301134715,0.612,0.917,0.971,1.526
14,Barbados,July,Temperature change,°C,1.282,0.757,0.954,1.059,0.864,0.868,1.222,1.327,1.181,1.436
14,Barbados,August,Temperature change,°C,1.185,1.082,0.545,0.949,0.493,1.247,1.952,0.006,1.011,1.015
14,Barbados,September,Temperature change,°C,0.712,1.026,0.992,1.184,0.939,1.693,1.598,0.702,1.257,1.561
14,Barbados,October,Temperature change,°C,1.145,0.674,1.023,1.029,0.584,1.738,1.693,1.300110015,0.751,1.906
14,Barbados,November,Temperature change,°C,0.869,1.006,1.396,1.118,0.873,1.227,1.432,1.086,1.041,1.495
14,Barbados,December,Temperature change,°C,1.281,0.899,0.996,-0.158,0.797,1.401,1.556,-0.34,1.015,1.441565657
14,Barbados,Dec–Jan–Feb,Temperature change,°C,1.401,1.129,0.771,0.956,0.375,1.096,1.534,1.272,0.159,1.197
14,Barbados,Mar–Apr–May,Temperature change,°C,1.743,0.413,0.405,0.807,0.612,0.683,1.271,1.358,0.98,0.967
14,Barbados,Jun–Jul–Aug,Temperature change,°C,1.226,1.022,0.687,0.986,0.72,1.058,1.262,0.75,1.054,1.326
14,Barbados,Sep–Oct–Nov,Temperature change,°C,0.909,0.902,1.137,1.11,0.799,1.553,1.574,0.894,1.016,1.654
14,Barbados,Meteorological year,Temperature change,°C,1.32,0.867,0.75,0.965,0.626,1.098,1.41,1.069,0.802,1.286
15,Belgium-Luxembourg,January,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,February,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,March,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,April,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,May,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,June,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,July,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,August,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,September,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,October,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,November,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,December,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,Dec–Jan–Feb,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,Mar–Apr–May,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,Jun–Jul–Aug,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,Sep–Oct–Nov,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
15,Belgium-Luxembourg,Meteorological year,Temperature change,°C,1.093264345,0.853738462,0.887970893,0.965319951,1.101856475,1.301134715,1.449329871,1.300110015,1.273723635,1.441565657
23,Belize,January,Temperature change,°C,1.079,1.873,2.227,2.357,0.507,2.117,1.882,3.168,0.611,1.717
23,Belize,February,Temperature change,°C,1.691,2.118,2.424,2.726,3.02,1.569,0.9,3.15,2.376,3.494
23,Belize,March,Temperature change,°C,0.684,1.81,1.675,0.426,2.515,2.156,2.678,1.869,2.009,2.172
23,Belize,April,Temperature change,°C,2.179,2.115,1.168,1.676,1.78,2.274,2.656,1.975,1.616,1.977
23,Belize,May,Temperature change,°C,1.117,1.091,0.445,0.631,-0.01,0.683,1.854,1.158,0.593,1.726
23,Belize,June,Temperature change,°C,0.846,0.025,-0.45,-0.502,-0.299,-0.546,-0.053,0.058,-0.247,0.62
23,Belize,July,Temperature change,°C,0.005,-0.336,-0.193,-0.557,0.227,0.55,0.655,0.221,-0.036,0.582
23,Belize,August,Temperature change,°C,0.166,0.404,-0.164,-0.451,0.322,1.274,0.71,0.521,-0.138,1.358
23,Belize,September,Temperature change,°C,-0.056,0.141,0.114,-0.431,-0.796,0.523,0.557,0.987,0.329,0.713
23,Belize,October,Temperature change,°C,-0.842,-1.085,-0.811,0.217,-0.061,0.826,0.372,-0.758,0.441,1.284
23,Belize,November,Temperature change,°C,0.064,0.37,-0.452,0.659,-0.354,2.291,0.885,0.414,1.623,1.636
23,Belize,December,Temperature change,°C,-0.436,1.141,2.129,2.078,1.565,3.982,3.242,1.568,2.119,2.011
23,Belize,Dec–Jan–Feb,Temperature change,°C,1.809,1.185,1.931,2.404,1.868,1.75,2.255,3.187,1.518,2.443
23,Belize,Mar–Apr–May,Temperature change,°C,1.327,1.672,1.096,0.911,1.428,1.704,2.396,1.667,1.406,1.958
23,Belize,Jun–Jul–Aug,Temperature change,°C,0.339,0.031,-0.269,-0.503,0.083,0.426,0.437,0.267,-0.14,0.853
23,Belize,Sep–Oct–Nov,Temperature change,°C,-0.278,-0.191,-0.383,0.148,-0.404,1.213,0.605,0.214,0.798,1.211
23,Belize,Meteorological year,Temperature change,°C,0.799,0.674,0.594,0.74,0.744,1.273,1.423,1.334,0.895,1.616
53,Benin,January,Temperature change,°C,1.585,0.271,0.509,1.035,1.65,-0.154,0.717,1.312,0.101,1.306
53,Benin,February,Temperature change,°C,2.259,1.146,0.812,1.33,0.836,1.542,0.994,1.098,1.601,0.933
53,Benin,March,Temperature change,°C,1.879,1.631,0.982,1.897,1.051,1.062,1.64,1.718,1.349,1.442
53,Benin,April,Temperature change,°C,1.742,1.207,0.855,0.378,1.008,1.559,1.412,1.507,1.354,2.023
53,Benin,May,Temperature change,°C,1.296,1.247,0.178,0.535,0.855,1.949,1.392,0.837,1.141,0.987
53,Benin,June,Temperature change,°C,1.286,1.375,0.542,0.903,1.353,1.819,0.899,0.991,1.029,1.158
53,Benin,July,Temperature change,°C,1.019,1.276,0.382,0.959,1.765,1.543,1.306,1.182,1.239,1.41
53,Benin,August,Temperature change,°C,1.018,0.94,0.476,0.398,0.621,1.155,1.267,0.793,1.229,1.439
53,Benin,September,Temperature change,°C,0.74,1.09,0.727,0.961,0.733,1.168,1.33,1.071,1.173,1.393
53,Benin,October,Temperature change,°C,0.516,0.848,1.083,0.817,0.81,1.338,1.702,1.519,1.194,0.448
53,Benin,November,Temperature change,°C,1.13,1.03,1.62,1.356,1.362,1.271,2.063,1.579,1.485,1.646
53,Benin,December,Temperature change,°C,0.806,0.536,1.3,1.024,0.929,-0.376,2.075,1.069,0.76,1.134
53,Benin,Dec–Jan–Feb,Temperature change,°C,1.865,0.741,0.619,1.222,1.17,0.772,0.445,1.495,0.924,1
53,Benin,Mar–Apr–May,Temperature change,°C,1.639,1.362,0.672,0.937,0.971,1.523,1.481,1.354,1.281,1.484
53,Benin,Jun–Jul–Aug,Temperature change,°C,1.108,1.197,0.467,0.753,1.246,1.506,1.157,0.989,1.166,1.336
53,Benin,Sep–Oct–Nov,Temperature change,°C,0.795,0.989,1.143,1.045,0.968,1.259,1.698,1.39,1.284,1.162
53,Benin,Meteorological year,Temperature change,°C,1.352,1.072,0.725,0.989,1.089,1.265,1.195,1.307,1.164,1.246
18,Bhutan,January,Temperature change,°C,1.095,0.25,-0.869,-0.23,1.472,1.214,0.534,1.893,2.159,1.009
18,Bhutan,February,Temperature change,°C,0.98,0.237,0.706,1.23,0.673,0.819,3.143,2.534,2.238,1.559
18,Bhutan,March,Temperature change,°C,2.301,0.768,0.703,1.478,0.859,1.673,1.996,0.002,1.734,1.024
18,Bhutan,April,Temperature change,°C,1.593,0.178,-0.241,0.446,1.481,-0.633,1.591,0.526,0.78,0.831
18,Bhutan,May,Temperature change,°C,1.009,0.703,1.203,0.623,1.44,0.701,0.532,1.045,0.657,1.115
18,Bhutan,June,Temperature change,°C,1.193,1,1.038,1.964,1.684,1.364,1.248,1.157,1.863,2.648
18,Bhutan,July,Temperature change,°C,1.34,0.71,0.801,1.387,1.352,1.467,0.966,1.263,1.607,1.223
18,Bhutan,August,Temperature change,°C,1.308,0.335,0.857,0.515,0.416,0.752,2.032,1.515,1.601,2.448
18,Bhutan,September,Temperature change,°C,0.951,1.156,0.474,1.177,0.527,1.642,1.188,2.028,1.925,0.896
18,Bhutan,October,Temperature change,°C,1.25,0.867,-0.212,0.646,0.523,1.245,2.151,2.097,0.534,1.326
18,Bhutan,November,Temperature change,°C,2.059,0.336,-0.532,0.42,1.377,1.732,1.777,1.606,1.115,2.891
18,Bhutan,December,Temperature change,°C,0.701,1.738,0.786,0.342,1.446,1.432,2.947,2.774,0.916,0.529
18,Bhutan,Dec–Jan–Feb,Temperature change,°C,0.948,0.396,0.525,0.595,0.829,1.16,1.703,2.458,2.39,1.161
18,Bhutan,Mar–Apr–May,Temperature change,°C,1.634,0.55,0.555,0.849,1.26,0.58,1.373,0.524,1.057,0.99
18,Bhutan,Jun–Jul–Aug,Temperature change,°C,1.28,0.682,0.899,1.289,1.151,1.194,1.415,1.312,1.69,2.106
18,Bhutan,Sep–Oct–Nov,Temperature change,°C,1.42,0.786,-0.09,0.748,0.809,1.54,1.705,1.91,1.191,1.704
18,Bhutan,Meteorological year,Temperature change,°C,1.321,0.604,0.472,0.87,1.012,1.119,1.549,1.551,1.582,1.49
19,Bolivia (Plurinational State of),January,Temperature change,°C,0.828,0.922,0.766,1.622,0.289,0.898,1.873,1.431,0.51,1.254
19,Bolivia (Plurinational State of),February,Temperature change,°C,1.495,0.247,0.696,1.028,0.198,0.959,1.851,1.354,0.699,1.047
19,Bolivia (Plurinational State of),March,Temperature change,°C,1.967,0.348,0.527,0.685,0.532,1.74,1.211,1.171,0.821,0.999
19,Bolivia (Plurinational State of),April,Temperature change,°C,1.165,1.862,1.31,0.479,1.478,2.136,1.632,0.548,1.725,1.46
19,Bolivia (Plurinational State of),May,Temperature change,°C,-0.133,0.5,0.827,1.563,0.794,0.91,-0.412,1.065,1.385,0.76
19,Bolivia (Plurinational State of),June,Temperature change,°C,1.599,2.099,0.865,1.306,1.366,1.673,-0.839,1.021,-0.894,1.869
19,Bolivia (Plurinational State of),July,Temperature change,°C,-0.328,1.802,0.025,0.707,0.023,3.433,1.297,1.154,0.346,0.46
19,Bolivia (Plurinational State of),August,Temperature change,°C,0.085,1.038,0.886,-1.033,1.571,2.311,0.955,1.513,-0.953,0.282
19,Bolivia (Plurinational State of),September,Temperature change,°C,0.843,1.517,1.416,-0.181,2.183,1.575,-0.47,0.719,0.671,1.424
19,Bolivia (Plurinational State of),October,Temperature change,°C,0.199,0.433,1.497,-0.05,1.711,1.297,0.55,0.642,1.403,0.565
19,Bolivia (Plurinational State of),November,Temperature change,°C,0.139,1.793,0.811,0.503,1.018,0.978,-0.033,0.572,0.517,1.296
19,Bolivia (Plurinational State of),December,Temperature change,°C,1.186,0.633,0.93,1.068,0.937,1.617,0.921,0.704,0.51,0.749
19,Bolivia (Plurinational State of),Dec–Jan–Feb,Temperature change,°C,0.99,0.785,0.698,1.193,0.518,0.931,1.78,1.235,0.638,0.937
19,Bolivia (Plurinational State of),Mar–Apr–May,Temperature change,°C,1,0.903,0.888,0.909,0.935,1.595,0.81,0.928,1.31,1.073
19,Bolivia (Plurinational State of),Jun–Jul–Aug,Temperature change,°C,0.452,1.646,0.592,0.327,0.987,2.472,0.471,1.229,-0.5,0.87
19,Bolivia (Plurinational State of),Sep–Oct–Nov,Temperature change,°C,0.394,1.248,1.241,0.091,1.637,1.283,0.016,0.644,0.864,1.095
19,Bolivia (Plurinational State of),Meteorological year,Temperature change,°C,0.709,1.145,0.855,0.63,1.019,1.57,0.769,1.009,0.578,0.994
20,Botswana,January,Temperature change,°C,0.759,-1.424,0.809,0.11,-0.085,0.929,1.989,-1.825,1.841,0.979
20,Botswana,February,Temperature change,°C,0.815,-0.445,0.237,1.547,-0.751,2.696,2.482,-0.941,-1.392,0.706
20,Botswana,March,Temperature change,°C,0.793,0.521,1.105,1.527,-0.639,2.278,1.041,-1.329,-0.362,2.706
20,Botswana,April,Temperature change,°C,0.206,-0.026,0.332,0.401,-1.177,0.321,1.315,-0.824,0.084,1.828
20,Botswana,May,Temperature change,°C,2.717,1.063,1.722,0.789,1.018,2.447,0.416,0.457,0.948,2.05
20,Botswana,June,Temperature change,°C,1.099,1.307,0.78,2.172,1.289,1.352,1.637,1.569,1.095,1.487
20,Botswana,July,Temperature change,°C,1.645,-0.429,0.891,1.738,0.323,1.893,0.678,1.373,0.454,1.423
20,Botswana,August,Temperature change,°C,1.393,0.602,0.794,1.172,1.17,2.942,1.266,0.535,3.291,2.124
20,Botswana,September,Temperature change,°C,2.018,1.461,0.734,1.422,1.231,1.707,1.334,1.65,2.337,0.033
20,Botswana,October,Temperature change,°C,2.031,-0.286,0.88,0.619,1.194,2.934,2.718,0.185,-0.125,2.537
20,Botswana,November,Temperature change,°C,0.049,1.529,1.654,1.311,-0.481,1.628,1.607,0.532,0.138,2.805
20,Botswana,December,Temperature change,°C,0.304,-0.08,0.042,-0.933,-0.009,3.231,0.467,1.05,1.581,2.302
20,Botswana,Dec–Jan–Feb,Temperature change,°C,1.096,-0.522,0.322,0.566,-0.59,1.205,2.567,-0.766,0.5,1.089
20,Botswana,Mar–Apr–May,Temperature change,°C,1.239,0.519,1.053,0.906,-0.266,1.682,0.924,-0.565,0.223,2.195
20,Botswana,Jun–Jul–Aug,Temperature change,°C,1.379,0.493,0.822,1.694,0.927,2.062,1.194,1.159,1.613,1.678
20,Botswana,Sep–Oct–Nov,Temperature change,°C,1.366,0.901,1.089,1.117,0.648,2.09,1.886,0.789,0.783,1.792
20,Botswana,Meteorological year,Temperature change,°C,1.27,0.348,0.822,1.071,0.18,1.76,1.643,0.154,0.78,1.688
21,Brazil,January,Temperature change,°C,1.064,0.75,0.362,0.932,1.087,1.556,1.495,1.289,1.145,1.674
21,Brazil,February,Temperature change,°C,1.638,0.616,0.657,0.923,0.944,1.028,1.962,1.116,0.703,1.371
21,Brazil,March,Temperature change,°C,1.584,0.422,0.715,1.009,0.808,0.964,1.532,1.129,1.413,1.33
21,Brazil,April,Temperature change,°C,1.177,1.02,1.377,0.975,1.336,1.504,2.299,1.332,1.473,1.85
21,Brazil,May,Temperature change,°C,1.207,0.631,1.08,1.217,1.133,1.378,1.391,1.998,1.371,2.01
21,Brazil,June,Temperature change,°C,1.344,0.984,1.41,1.675,1.57,1.714,0.855,1.733,0.955,2.253
21,Brazil,July,Temperature change,°C,1.218,1.218,0.976,1.051,1.169,1.884,1.854,1.015,1.514,1.276
21,Brazil,August,Temperature change,°C,0.685,1.328,1.28,0.439,1.319,2.221,1.807,1.863,0.765,1.303
21,Brazil,September,Temperature change,°C,1.407,1.057,1.631,1.084,1.931,2.422,1.178,2.049,1.71,2.169
21,Brazil,October,Temperature change,°C,1.123,0.714,1.816,0.929,1.714,2.352,1.443,1.886,1.826,1.839
21,Brazil,November,Temperature change,°C,0.772,0.395,1.258,0.865,1.293,2.15,1.345,1.185,1.26,1.916
21,Brazil,December,Temperature change,°C,0.955,0.855,1.62,1.208,1.192,2.127,1.384,1.276,1.067,1.618
21,Brazil,Dec–Jan–Feb,Temperature change,°C,1.217,0.774,0.625,1.158,1.08,1.259,1.861,1.263,1.041,1.371
21,Brazil,Mar–Apr–May,Temperature change,°C,1.323,0.691,1.057,1.067,1.092,1.282,1.741,1.486,1.419,1.73
21,Brazil,Jun–Jul–Aug,Temperature change,°C,1.082,1.177,1.222,1.055,1.353,1.94,1.505,1.537,1.078,1.611
21,Brazil,Sep–Oct–Nov,Temperature change,°C,1.101,0.722,1.568,0.959,1.646,2.308,1.322,1.707,1.599,1.975
21,Brazil,Meteorological year,Temperature change,°C,1.181,0.841,1.118,1.06,1.293,1.697,1.607,1.498,1.284,1.672
